10000,31.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.606451612903,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,600,70.0,3.86363625526428
10001,19.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,0.651515151515,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,358,NA,4.46666669845581
10002,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.732394366197,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,200,NA,3.33333325386047
10003,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.782051282051,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,116,35.0,4.04516124725342
10005,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.683168316832,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,352,NA,3
10006,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.610465116279,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,237,NA,4
10007,19.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,NA,3.85714292526245
10008,19.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.653846153846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,260,1470.0,4
10009,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,NA,3.46666669845581
10010,19.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,0.647482014388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,129,NA,4.62857151031494
10011,13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.650943396226,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,103,100.0,4.16289615631104
10012,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.723577235772,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,194,NA,4.42857122421265
10013,27.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.72972972973,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,210,NA,4.16666650772095
10014,21.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.649350649351,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,259,NA,4.45454549789429
10015,15.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.683333333333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,140,57.0,4.41666650772095
10016,29.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.547619047619,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,873,NA,4.29729747772217
10017,33.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,0.582677165354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,793,NA,4.29411745071411
10018,29.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.633802816901,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,373,NA,4
10019,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588,NA,4.67222213745117
10020,25.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.616883116883,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,306,75.0,3.58333325386047
10021,19.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.664122137405,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,154,NA,3.39393949508667
10022,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.608391608392,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,101,70.0,4.47468376159668
10023,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.69298245614,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,447,NA,4.31428575515747
10025,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.666666666667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,122,45.0,4.48543691635132
10026,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.631067961165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,294,NA,3.5
10027,17.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.675213675214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,37,60.0,2.40625
10028,15.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.721649484536,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,284,NA,3.88888883590698
10029,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.647058823529,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,301,NA,4.64893627166748
