100827,12.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,0.512280701754,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,634,525.0,4.5
104518,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.723684210526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,214,70.0,3.92307686805725
112239,11.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,0.539419087137,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,486,603.0,4.8173303604126
12129,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384,NA,4.59259271621704
12297,9.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.554054054054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,496,150.0,4.59183692932129
12507,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.615384615385,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,377,NA,3.92857146263123
125352,17.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.55625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553,180.0,4.80129241943359
126432,21.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.541666666667,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,347,275.0,4.85585594177246
127314,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.673913043478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,330.0,4.5
128796,29.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.568181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341,75.0,4.5
131459,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,0.527397260274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,545,1600.0,4.26315784454346
132633,19.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.559782608696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,453,200.0,4.69999980926514
