10000,3 cups all-purpose flour,1 1/2 cups white sugar,3/4 cup unsweetened cocoa powder,3/4 teaspoon salt,3 teaspoons baking powder,1 1/2 cups milk,2 eggs,1 1/2 teaspoons vanilla extract,3/4 cup shortening,"3/4 cup butter, softened",2 cups confectioners' sugar,1/8 teaspoon salt,1 (7 ounce) jar marshmallow creme,1 1/2 teaspoons vanilla extract,1 tablespoon milk,Add all ingredients to list,30 g all-purpose flour,25 g white sugar,5 g unsweetened cocoa powder,0.4 g salt,1 g baking powder,30 ml milk,1/8 eggs,0.6 ml vanilla extract,15 g shortening,"15 g butter, softened",20 g confectioners' sugar,0.1 g salt,1/8 (7 ounce) jar marshmallow creme,0.6 ml vanilla extract,1 ml milk
10001,4 eggs,1/4 cup cocoa powder,1 cup white sugar,1/2 teaspoon ground cinnamon,1/4 teaspoon salt,1 tablespoon baking powder,1 cup unsalted butter,3/4 cup ground hazelnuts,2 cups all-purpose flour,Add all ingredients to list,3/8 eggs,2 g cocoa powder,15 g white sugar,0.1 g ground cinnamon,0.1 g salt,1 g baking powder,20 g unsalted butter,8 g ground hazelnuts,20 g all-purpose flour
10002,1/2 teaspoon salt,1 cup peanut butter,1 cup white sugar,1 cup packed brown sugar,2 eggs,1 tablespoon milk,2 cups sifted all-purpose flour,1 teaspoon baking soda,1 cup shortening,Add all ingredients to list,0.1 g salt,9 g peanut butter,7 g white sugar,7 g packed brown sugar,1/8 eggs,0.5 ml milk,8 g sifted all-purpose flour,0.2 g baking soda,7 g shortening
10003,1 cup butter,1 1/2 cups all-purpose flour,1/2 cup confectioners' sugar,1/4 teaspoon vanilla extract,1/2 cup cornstarch,Add all ingredients to list,9 g butter,8 g all-purpose flour,3 g confectioners' sugar,0.1 ml vanilla extract,3 g cornstarch
10005,1 cup self-rising flour,1 cup rolled oats,1/2 cup white sugar,1/2 cup butter,1 ounce toasted sesame seeds (optional),Add all ingredients to list,20 g self-rising flour,15 g rolled oats,15 g white sugar,20 g butter,5 g toasted sesame seeds (optional)
10006,1 cup white sugar,1 cup packed brown sugar,"1/2 cup butter, softened",1/2 cup shortening,2 eggs,1 teaspoon vanilla extract,1/2 teaspoon lemon extract,1 teaspoon ground nutmeg,3 1/2 cups sifted all-purpose flour,2 teaspoons baking powder,1 teaspoon cream of tartar,3/4 teaspoon salt,3/4 teaspoon baking soda,1 cup buttermilk,1/3 cup white sugar,1/2 cup raisins,Add all ingredients to list,8 g white sugar,9 g packed brown sugar,"5 g butter, softened",4 g shortening,1/8 eggs,0.2 ml vanilla extract,0.1 ml lemon extract,0.1 g ground nutmeg,20 g sifted all-purpose flour,0.4 g baking powder,0.1 g cream of tartar,0.2 g salt,0.1 g baking soda,10 ml buttermilk,3 g white sugar,3 g raisins
10007,3 ounces cream cheese,1/2 cup butter,1/2 cup white sugar,1 cup all-purpose flour,1 teaspoon baking powder,1/4 teaspoon salt,1/4 teaspoon almond extract,2 cups crushed cornflakes cereal,24 maraschino cherries,Add all ingredients to list,7 g cream cheese,9 g butter,8 g white sugar,10 g all-purpose flour,0.4 g baking powder,0.1 g salt,0.1 ml almond extract,5 g crushed cornflakes cereal,2 maraschino cherries
10008,1/2 cup butter,2/3 cup packed brown sugar,1 egg,1 teaspoon vanilla extract,1/2 teaspoon maple flavored extract,1/2 teaspoon baking soda,1/4 teaspoon salt,2 cups all-purpose flour,1 cup pecan halves,Add all ingredients to list,9 g butter,10 g packed brown sugar,1/8 egg,0.4 ml vanilla extract,0.2 ml maple flavored extract,0.2 g baking soda,0.1 g salt,20 g all-purpose flour,9 g pecan halves
10009,1/2 cup packed dark brown sugar,1 tablespoon white corn syrup,2 tablespoons water,1 cup confectioners' sugar,Add all ingredients to list,7 g packed dark brown sugar,0.9 ml white corn syrup,2 ml water,8 g confectioners' sugar
10010,3/4 cup butter,2 1/3 cups rolled oats,1/2 cup sifted all-purpose flour,1 teaspoon ground cinnamon,1/2 teaspoon salt,1/2 teaspoon baking soda,1 cup packed light brown sugar,1 egg,1 teaspoon vanilla extract,Add all ingredients to list,7 g butter,8 g rolled oats,3 g sifted all-purpose flour,0.1 g ground cinnamon,0.1 g salt,0.1 g baking soda,9 g packed light brown sugar,1/8 egg,0.2 ml vanilla extract
10011,1 cup butter,1 cup white sugar,1 egg,2 2/3 cups all-purpose flour,1/4 teaspoon salt,2 teaspoons vanilla extract,Add all ingredients to list,6 g butter,6 g white sugar,1/8 egg,9 g all-purpose flour,0 g salt,0.3 ml vanilla extract
10012,2 cups sifted all-purpose flour,1/2 teaspoon baking powder,1 cup butter,1/4 cup confectioners' sugar,1 egg yolk,2 tablespoons brandy,1/2 teaspoon vanilla extract,1/2 cup finely chopped blanched almonds,36 whole cloves,1/3 cup confectioners' sugar for decoration,Add all ingredients to list,15 g sifted all-purpose flour,0.1 g baking powder,15 g butter,2 g confectioners' sugar,1/8 egg yolk,2 ml brandy,0.1 ml vanilla extract,4 g finely chopped blanched almonds,2 whole cloves,2 g confectioners' sugar for decoration
10013,2 1/4 cups all-purpose flour,2 teaspoons baking powder,1/2 teaspoon salt,"3/4 cup butter, softened",1 cup white sugar,2 eggs,1/8 cup milk,1 teaspoon vanilla extract,1 cup chopped walnuts,1 cup chopped raisins,1/3 cup finely chopped candied cherries,1 1/3 cups crushed cornflakes cereal,"20 candied cherries, quartered",Add all ingredients to list,10 g all-purpose flour,0.4 g baking powder,0.1 g salt,"7 g butter, softened",8 g white sugar,1/8 eggs,1 ml milk,0.2 ml vanilla extract,5 g chopped walnuts,7 g chopped raisins,2 g finely chopped candied cherries,2 g crushed cornflakes cereal,"7/8 candied cherries, quartered"
10014,"1 cup skinned, toasted hazelnuts",1 cup white sugar,1/2 cup unsalted butter,1/4 cup hazelnut liqueur,3 eggs,3 cups unbleached all-purpose flour,2 teaspoons baking powder,1/4 teaspoon salt,1/2 teaspoon ground cinnamon,1/2 cup mini semi-sweet chocolate chips,Add all ingredients to list,"8 g skinned, toasted hazelnuts",10 g white sugar,6 g unsalted butter,3 ml hazelnut liqueur,1/8 eggs,20 g unbleached all-purpose flour,0.5 g baking powder,0.1 g salt,0.1 g ground cinnamon,5 g mini semi-sweet chocolate chips
10015,1 cup butter,3/4 cup white sugar,1 teaspoon baking powder,2 teaspoons vanilla extract,1/2 teaspoon ground cardamom,2 cups all-purpose flour,"50 blanched whole almonds, toasted",Add all ingredients to list,9 g butter,6 g white sugar,0.2 g baking powder,0.4 ml vanilla extract,0 g ground cardamom,10 g all-purpose flour,"2 blanched whole almonds, toasted"
10016,1/2 cup shortening,1 cup white sugar,2 eggs,2 cups all-purpose flour,5 tablespoons unsweetened cocoa powder,1 teaspoon baking powder,1/2 teaspoon salt,1 teaspoon baking soda,1 cup milk,1 teaspoon vanilla extract,3/4 cup shortening,2 cups confectioners' sugar,1 pinch salt,1 teaspoon vanilla extract,Add all ingredients to list,15 g shortening,35 g white sugar,3/8 eggs,40 g all-purpose flour,5 g unsweetened cocoa powder,0.8 g baking powder,0.5 g salt,0.8 g baking soda,40 ml milk,0.8 ml vanilla extract,25 g shortening,40 g confectioners' sugar,1/8 pinch salt,0.8 ml vanilla extract
10017,1 cup shortening,2 cups white sugar,4 cups all-purpose flour,1 teaspoon salt,1 cup hot water,2 eggs,1 teaspoon vanilla extract,1 cup unsweetened cocoa powder,1 cup sour milk,3 teaspoons baking soda,2 egg whites,1 tablespoon vanilla extract,3 cups confectioners' sugar,4 tablespoons all-purpose flour,4 tablespoons milk,1 1/4 cups shortening,Add all ingredients to list,15 g shortening,35 g white sugar,40 g all-purpose flour,0.5 g salt,20 ml hot water,1/8 eggs,0.4 ml vanilla extract,7 g unsweetened cocoa powder,20 ml sour milk,1 g baking soda,1/8 egg whites,1 ml vanilla extract,30 g confectioners' sugar,3 g all-purpose flour,5 ml milk,20 g shortening
10018,"6 tablespoons butter, softened",1 cup white sugar,1 egg,2 cups all-purpose flour,5 tablespoons unsweetened cocoa powder,1 1/2 teaspoons baking soda,1 teaspoon salt,1 cup milk,1 teaspoon vanilla extract,"3/4 cup butter, softened",3/4 cup confectioners' sugar,1/4 teaspoon vanilla extract,1 cup marshmallow creme,1 tablespoon milk,Add all ingredients to list,"7 g butter, softened",15 g white sugar,1/8 egg,20 g all-purpose flour,2 g unsweetened cocoa powder,0.6 g baking soda,0.5 g salt,20 ml milk,0.4 ml vanilla extract,"15 g butter, softened",8 g confectioners' sugar,0.1 ml vanilla extract,9 g marshmallow creme,1 ml milk
10019,1/2 cup butter,1/2 cup packed brown sugar,1 teaspoon vanilla extract,2 cups peanut butter,2 1/2 cups confectioners' sugar,2 cups semisweet chocolate chips,Add all ingredients to list,9 g butter,9 g packed brown sugar,0.4 ml vanilla extract,45 g peanut butter,25 g confectioners' sugar,30 g semisweet chocolate chips
10020,1 cup shortening,2 cups white sugar,4 eggs,1 teaspoon vanilla extract,4 cups all-purpose flour,2 teaspoons baking powder,1 teaspoon baking soda,1 cup buttermilk,"1/2 cup butter, melted",2 cups confectioners' sugar,2 tablespoons milk,3 drops red food coloring (optional),Add all ingredients to list,9 g shortening,15 g white sugar,1/8 eggs,0.2 ml vanilla extract,20 g all-purpose flour,0.4 g baking powder,0.2 g baking soda,10 ml buttermilk,"5 g butter, melted",10 g confectioners' sugar,1 ml milk,1/8 drop red food coloring (optional)
10021,1 cup all-purpose flour,1/2 cup butter,1/4 cup confectioners' sugar,2 eggs,1 cup white sugar,1 teaspoon baking powder,1/4 teaspoon salt,2 tablespoons lemon juice,1/3 cup confectioners' sugar for dusting,Add all ingredients to list,8 g all-purpose flour,7 g butter,2 g confectioners' sugar,1/8 eggs,10 g white sugar,0.3 g baking powder,0.1 g salt,2 ml lemon juice,3 g confectioners' sugar for dusting
