10943,Rosettes II,4.80000019073486,1,5,73,NA,NA,NA
10944,Famous Amos Chocolate Chip Cookies,4.307692527771,13,28,126,NA,NA,NA
10945,Chewy Peanut Butter Cookies,4.33039665222168,30,201,346,NA,NA,NA
10946,Chewy Breakfast Bars,3.5,1,3,340,NA,NA,NA
10947,Hedgehogs,4.54545450210571,4,18,281,NA,NA,NA
10948,Pistachio Cream Cheese Fingers,4.18918895721436,18,95,51,30M,12M,1H45M
10949,Pumpkin Cookies V,4.58305072784424,67,483,543,NA,NA,NA
10950,Nut Rolls,4.58181810379028,42,51,500,NA,NA,NA
10951,Ginger Crinkles,4.51923084259033,19,44,291,NA,NA,NA
10953,Cornmeal Cookies II,4.92857122421265,1,14,244,NA,NA,NA
10955,Cappuccino Flats,4.38461542129517,4,20,97,15M,12M,6H50M
10956,Anise Cookies II,4.5,0,2,80,NA,NA,NA
10957,Crunchies,4.33333349227905,1,9,122,NA,NA,NA
10958,Nut Goody Bars,4.66666650772095,9,15,817,NA,NA,NA
10959,Crunch Drops,4.14285707473755,0,7,235,NA,NA,NA
10960,Italian Almond Cookies I,1,0,2,195,NA,NA,NA
10961,Biscotti Cookies,3.25,1,3,55,NA,NA,NA
10962,Biscotti Dessert Cookies,3.28571438789368,3,7,101,NA,NA,NA
10963,Apricot Bars I,4.07407426834106,3,22,251,NA,NA,NA
10966,Soda Cracker Cookies,4.68656730651855,40,61,239,NA,NA,NA
10967,Lepp Cookies II,4.16666650772095,0,5,120,NA,NA,NA
10968,Macaroons II,2.33333325386047,0,2,22,NA,NA,NA
10969,Popularity Cookies,4.627272605896,90,171,435,NA,NA,NA
10970,Cowboy Cookies I,4.26315784454346,1,16,146,NA,NA,NA
10971,Pfeffernusse Cookies II,4,0,2,43,NA,NA,NA
10972,Beer Cookies,3.25806450843811,3,26,74,NA,NA,NA
10973,Powdered Sugar Cookies III,4.33333349227905,2,29,93,NA,NA,NA
10974,Funky Frito Fruckies,4.34939765930176,9,68,408,NA,NA,NA
10975,M-M-M-M-M-M Mumbles,4.2142858505249,0,13,202,NA,NA,NA
10976,Baby Carrot Bars,4.61538457870483,0,10,232,NA,NA,NA
10977,Chocolate Chip Shortbread Cookies I,3.82608699798584,2,16,200,NA,NA,NA
10978,Soft Peanut Butter Cookies,4.46291542053223,63,332,270,NA,NA,NA
10980,Nutty-Boy Peanut Cookies,4.83333349227905,1,5,183,NA,NA,NA
10981,Easy Chocolaty Brownies,4.125,2,13,157,NA,NA,NA
10983,Giant Toffee Chocolate Chip Cookies,4.05882358551025,1,15,466,NA,NA,NA
10984,Haselnussmakronen,4.5,1,7,170,NA,NA,NA
10985,Peanut Butter Haystacks,4.58545446395874,131,215,219,NA,NA,NA
10986,Peanut Butter Mini Candy-Coated Chocolates Cookies,4,1,8,248,NA,NA,NA
10987,Lavender Cookies,4.11538457870483,13,43,212,NA,NA,NA
10988,Coconut Mountains,3.25,0,19,145,NA,NA,NA
10989,Cowboy Cookies II,4.48148155212402,8,23,102,NA,NA,NA
109894,Mom's Mandelbrot,4.75,35,21,151,20M,35M,55M
10990,Butterscotch Chewies,4.09999990463257,19,27,245,NA,NA,NA
10991,Whole Wheat Snickerdoodles I,4.56906080245972,19,147,62,NA,NA,NA
109917,Austrian Tea Cakes,4.625,18,14,81,15M,25M,40M
10992,Easy No Bake Cookies,3.97744369506836,18,121,90,NA,NA,NA
10993,Gloreo Cookies,3.40000009536743,1,4,295,NA,NA,NA
10994,Stef's Whoopie Pies with Peanut Butter Frosting,3.71014499664307,345,54,811,NA,NA,NA
10995,Chocolate Chocolate Chip Cookies III,4.5625,13,208,226,NA,NA,NA
10996,Monkey Peanut Butter Bars,4.21100902557373,4,95,454,15M,28M,2H43M
10997,Peanuttiest Peanut Butter Cookies,4.53333330154419,11,15,446,NA,NA,NA
10998,Santa's Whiskers III,4,1,3,65,NA,NA,NA
11000,Double Chocolate Walnut Brownies,3.96153855323792,12,23,531,NA,NA,NA
110009,Frozen Pineapple 'Ice Cream' Sandwich,4.46666669845581,15,12,176,10M,NA,2H10M
11001,Graham Moist Lemon Bars,3.55555558204651,9,35,248,NA,NA,NA
11002,Shaped Vanilla Cookies,4.2619047164917,50,68,326,NA,NA,NA
11003,Peppermint Patty Brownies,4.26881742477417,11,76,653,NA,NA,NA
11004,Volcanoes,4.5,0,2,417,NA,NA,NA
11005,Nature Nuts Chewy Bars,4,0,1,274,NA,NA,NA
11007,Sesame Seed Cookies II,3,1,1,163,NA,NA,NA
11008,Chocolate Toffee Cookies II,4.75,24,38,260,NA,NA,NA
11009,Double-Peanut Double-Chocolate Chip Cookies,4.11538457870483,17,22,187,NA,NA,NA
11010,Biscotti Toscani,4.67918109893799,40,236,84,25M,35M,1H30M
11011,Cup of Everything Cookies,4.57142877578735,4,41,376,NA,NA,NA
11012,Maple Walnut Bars,4.11111116409302,1,8,311,NA,NA,NA
11013,Super Chunky Cookies,4.16666650772095,2,6,280,NA,NA,NA
11014,Peanut Butter Cookies with Chocolate Chunks,4.64583349227905,15,83,416,NA,NA,NA
11015,Devil Dogs,3.78947377204895,6,19,706,NA,NA,NA
11016,Peanut Butter Carrot Cookies,4.36507940292358,10,55,96,NA,NA,NA
11017,Pumpkin Bars II,4.36734676361084,5,38,637,NA,NA,NA
11018,Carmelitas,4,0,2,147,NA,NA,NA
11019,Mayonnaise Cookies,4.38297891616821,32,82,182,NA,NA,NA
11020,Welsh Cakes,4.53125,22,27,235,NA,NA,NA
11021,Raisin Coconut Treasure Cookies,4.5,1,8,261,NA,NA,NA
11022,Sue's Oatmeal Macadamia Nut Cookies,4.09999990463257,2,19,315,NA,NA,NA
11023,Almond Crescents III,4.40000009536743,2,7,63,NA,NA,NA
11024,Joey's Peanut Butter Cookies,4.32562637329102,539,1253,106,15M,10M,1H
11025,Peanut Butter Balls IV,4.19444465637207,138,149,206,NA,NA,NA
11026,Macadamia Nut Chocolate Chip Cookies,4.60150384902954,59,104,109,15M,12M,40M
11027,Pistachio Chocolate Chip Cookies,4.09090900421143,5,20,143,NA,NA,NA
11028,Peanut Butter and Jelly Cookies,4.16666650772095,18,17,66,NA,NA,NA
11029,No Bake Fudge Cookies,4.70454549789429,58,81,266,15M,1M,16M
11030,Chewy Maple Cookies,4.5,31,69,181,NA,NA,NA
11031,Benne Cookies,3,0,5,86,NA,NA,NA
110311,Chocolate Wafer Ice Cream Sandwiches,4.68421030044556,17,16,252,10M,NA,1H10M
11032,Oatmeal Craisin Cookies,4.71992111206055,455,435,238,NA,NA,NA
11033,Evil Cookies,4.23999977111816,5,20,551,NA,NA,NA
11034,Cinnamon Graham Crunchy Cookies,4.45454549789429,3,17,224,NA,NA,NA
11035,Quick Lemon Crisps,4.0476188659668,5,20,56,10M,10M,20M
11036,Sweet Oatcakes,2.33333325386047,0,3,59,NA,NA,NA
11037,Aebleskiver,4.67500019073486,59,95,63,15M,15M,30M
11038,Molasses Sugar Cookies II,4.73170709609985,14,71,187,NA,NA,NA
11039,Kristil's Frat House Cookies,4.85714292526245,1,13,140,NA,NA,NA
11040,Play Dough Cookies,4.30208349227905,17,166,302,NA,NA,NA
110402,Swedish Wedding Cakes,5,3,2,115,25M,10M,35M
11041,Magic Marshmallow Puffs,4.57575750350952,3,23,403,NA,NA,NA
11042,Fun Cookie Suckers,4.47794103622437,3,120,151,NA,NA,NA
11043,The Ultimate Brownie,4.36942672729492,39,125,378,20M,45M,1H5M
11044,Chocolate Cookie Pizza,4.47368431091309,6,28,305,NA,NA,NA
11045,Power Bars,4.24242401123047,3,27,183,NA,NA,NA
11046,Mary's Brownies,3.66666674613953,6,9,305,20M,30M,50M
11047,Cherry Yum Yum,4.72222232818604,2,13,215,NA,NA,NA
11048,Oatmeal Cocoa Macaroons,4.41025638580322,10,62,309,NA,NA,NA
11049,Chocolate Chip Cookies Without Chocolate Chips,4.17391300201416,5,40,149,NA,NA,NA
11050,Berry Crumb Bars,4.45588254928589,33,109,312,NA,NA,NA
11051,Italian Almond Biscuits,3,0,3,105,NA,NA,NA
11052,Angel Cookies II,4,1,13,259,NA,NA,NA
110527,Frozen Chocolate Graham 'Ice Cream' Sandwiches,4.38095235824585,62,17,137,10M,NA,1H10M
11053,Caramel Brownies I,4.23999977111816,1,17,544,NA,NA,NA
11054,Grandmom's Sand Tarts,4.08333349227905,2,9,178,20M,10M,8H30M
11055,Old Time Soft Sugar Cookies,4.17647075653076,31,72,114,10M,15M,30M
11056,Butter Icing for Sugar Cookies,4.39543724060059,129,214,162,NA,NA,NA
11057,Gingerbread Cutouts,3,0,5,NA,NA,NA,NA
11058,Buttercream Icing,4.50625467300415,643,1085,181,15M,NA,15M
11059,Cranberry Crunch Squares,4.25531911849976,10,43,393,NA,NA,NA
11060,Chocolate Madeleines,3.88235282897949,7,15,183,NA,NA,NA
11061,Julia's Best Ever Chocolate Chip Cookies In A Jar,4.38554239273071,22,69,264,NA,NA,NA
11062,Pudding Chocolate Chippers,4.48148155212402,8,47,177,NA,NA,NA
11063,Deep Dish Brownies,4.45202779769897,230,852,340,15M,45M,1H
11064,Cookie Jar Sugar Cookies,4.10294103622437,7,51,412,NA,NA,NA
11065,Double Chocolate Nummies,3.59999990463257,0,5,201,NA,NA,NA
11066,No Bake Cookies IV,4.5,4,61,88,20M,NA,50M
11067,Ricotta Cookies II,4.45945930480957,83,95,69,25M,10M,1H50M
11068,Chocolate Pinwheels,4.20512819290161,16,26,101,NA,NA,NA
11069,Cookies with Chocbit Topping,0,0,0,555,NA,NA,NA
11070,Two Tone Brownies,3.79999995231628,0,4,159,NA,NA,NA
11071,Chocolate Gingerbread Cookies,3.44000005722046,0,20,196,NA,NA,NA
11072,Cori's Krispie Cookies,2,0,1,118,NA,NA,NA
11073,Bourbon Pecan Shortbread,4.30000019073486,3,7,100,NA,NA,NA
11074,Fruitcake Cookies I,4.40000009536743,1,4,95,NA,NA,NA
11075,Building Gingerbread,3.81818175315857,26,74,NA,30M,15M,3H
11076,Orange Balls II,4.64285707473755,5,26,161,NA,NA,NA
11077,Peanut Butter Bars IV,4.37404584884644,39,112,302,NA,NA,NA
11078,Raisin Honey Chews,4.46666669845581,7,14,230,NA,NA,NA
11079,Chocolate Syrup Brownies,3.69565224647522,7,22,217,20M,30M,50M
11080,Whole Wheat Snickerdoodles II,4.51546382904053,6,77,139,NA,NA,NA
11081,Elsye's Brownies,3.70000004768372,1,26,334,NA,NA,NA
11082,Sugar Cookie Glaze,4.39493656158447,167,319,22,NA,NA,NA
11083,Sfinge di Ricotta,4.5,0,11,91,NA,NA,NA
11084,Cowboy Cookies (Dunkin' Platters),4.6399998664856,2,19,393,NA,NA,NA
11085,Oatmeal-Walnut-Raisin Chewies,4.59999990463257,7,5,323,NA,NA,NA
110868,Hazelnut Cocoa Cookies,3.59999990463257,17,10,341,15M,10M,55M
11087,Really Basic Peanut Butter Cookies,4.22047233581543,15,112,67,NA,NA,NA
11088,Coconut Icebox Cookies,4.56410264968872,11,34,118,20M,10M,2H30M
11089,Butterscotch Bars I,3,0,2,160,NA,NA,NA
11090,Buffalo Chip Cookies,4.53488349914551,5,35,514,NA,NA,NA
11092,Cream Cheese Bars I,4.30000019073486,31,83,473,NA,NA,NA
11093,Gingerbread Boys And Girls,4.22222232818604,4,31,546,NA,NA,NA
11094,Apple-Cran-Cherry Oatmeal Cookies,4.5,7,28,179,NA,NA,NA
110941,Chipotle Lemon Bars,4,23,9,314,30M,1H5M,1H35M
110945,Ice Cream Sandwich Dessert Bars,4.63636350631714,27,20,283,10M,NA,2H10M
11095,Gingersnaps III,4.76470565795898,1,12,121,NA,NA,NA
11096,Soldier Buttons,4.65000009536743,14,11,551,NA,NA,NA
11097,Peanut Butter Bars V,3.5,1,8,317,NA,NA,NA
11098,Cherry Squares,4.379310131073,28,26,123,20M,40M,1H15M
11099,Pride Of Iowa Cookies,4.21052646636963,2,18,362,NA,NA,NA
11100,Seven Layer Magic Bars,4.25,15,34,597,10M,20M,1H
11101,Marshmallow Crispie Bars,4.74860334396362,137,130,113,NA,NA,NA
11103,Buckeyes II,4.52272748947144,12,37,222,NA,NA,NA
111033,Crispy Frozen Treats,4.66666650772095,4,3,316,15M,NA,30M
11104,Fudge Quickies,4.70588254928589,7,13,186,NA,NA,NA
11105,Icebox Cookies II,1,0,1,293,NA,NA,NA
11106,Refrigerator Cookies IV,3,0,2,123,NA,NA,NA
11107,Easy Cookies,4.34210538864136,6,35,84,NA,NA,NA
11108,Christmas Cookies I,3.25,0,3,177,NA,NA,NA
11109,Empire Cookies,4.60493850708008,26,64,266,NA,NA,NA
11110,Gallets,2.33333325386047,0,1,51,NA,NA,NA
11111,Oatmeal Fruit Cookie Mix In A Jar,4.5,0,6,197,NA,NA,NA
11112,Candy-Coated Chocolates Cookie Mix In A Jar,3.61904764175415,5,18,272,NA,NA,NA
11113,Persimmon Cookies II,4.51999998092651,92,109,95,NA,NA,NA
11114,Apricot Almond Rugalach,4.54166650772095,4,23,136,NA,NA,NA
11115,Italian Wedding Cookies II,4.56923055648804,16,54,220,20M,45M,2H
11116,Cream Cheese Sugar Cookies,4.39144372940063,379,711,53,15M,10M,9H25M
11117,Peanut Butter Balls V,4.73076915740967,41,79,95,NA,NA,NA
11118,De-'light'-ful Chocolate Brownies,2.41176462173462,0,14,87,NA,NA,NA
11119,Zimtsterne,4.64285707473755,3,11,26,40M,6M,46M
11120,Crazy Cookie Calzones,1.25,0,3,185,NA,NA,NA
11121,Corn Flake Cookies I,3.66666674613953,0,5,77,NA,NA,NA
11122,Sand Art Brownies,4.58282232284546,3,135,255,20M,NA,20M
11123,Cat Poop Cookies I,2.88888883590698,6,24,259,NA,NA,NA
11124,Betz's Good Sugar Cookies,3.89743590354919,8,65,81,20M,10M,9H
11128,Soft Molasses Cookies III,3.8461537361145,4,11,292,NA,NA,NA
11129,Caraway Kringles,3.66666674613953,0,2,120,NA,NA,NA
11130,Springerle IV,4.88888883590698,3,9,39,45M,8M,1Day1H53M
11131,Cry Babies I,4,0,7,317,NA,NA,NA
11132,Magic Cookie Bars III,4.26315784454346,3,15,153,NA,NA,NA
11133,Lady Lock Filling I,3.90000009536743,1,10,88,NA,NA,NA
11134,Dream Squares,3.42857146263123,0,5,291,NA,NA,NA
11135,Gingerbread Cookie Mix in a Jar,4.41463422775269,9,34,137,20M,NA,20M
11136,Old Fashioned Cookies,4.75,6,4,299,NA,NA,NA
11137,Mosaic Cookies,3.40000009536743,0,4,172,NA,NA,NA
11138,Spur Sugar Cookies,3.58333325386047,2,12,103,NA,NA,NA
11139,Apricot Confection,4.14285707473755,1,6,141,NA,NA,NA
11140,Cyclops Cookies,4.77777767181396,74,40,196,NA,NA,NA
11141,Cookie Press Butter Cookies,3.88059711456299,35,60,106,NA,NA,NA
11142,Margie's Shortbread Oatmeal Cookies,4.34782600402832,9,21,320,NA,NA,NA
11143,Canadian Shortbread 'Eh',4.14814805984497,1,25,188,NA,NA,NA
11144,Orange Peel Cookies,4.19999980926514,9,13,274,NA,NA,NA
11145,Sesame Thumbprint Cookies,4,3,16,195,NA,NA,NA
11146,Nanaimo Bars II,4.44117641448975,3,28,266,30M,10M,7H10M
11147,Polish Christmas Cookies,4.44444465637207,7,22,122,NA,NA,NA
11148,Christmas Logs,4.25,1,4,336,NA,NA,NA
11149,Lacy Oatmeal Cookies,4.44339609146118,10,91,44,15M,10M,55M
11150,Bourbon Balls I,3.5,1,1,65,NA,NA,NA
11151,Ranger Joe Cookies,4.38709688186646,14,27,277,NA,NA,NA
11152,Almond Butter Icing,4.32258081436157,5,27,182,NA,NA,NA
11153,Pepper Cookies II,4.66666650772095,0,3,136,NA,NA,NA
11154,Dutch Ice Box Cookies,3.5,2,4,190,NA,NA,NA
11155,Molasses Crinkles,4.70476198196411,20,89,79,NA,NA,NA
11156,Amariette Cookies,4.5,6,9,341,NA,NA,NA
11158,Maple Pecan Crisps,3.83333325386047,1,4,193,NA,NA,NA
11159,Banana Pudding Sugar Cookies,4.20588254928589,1,27,113,15M,10M,2H35M
11160,Stroopwaffels I,5,12,11,602,NA,NA,NA
11162,Buckeye Balls,4.64171123504639,169,128,366,NA,NA,NA
11163,Florentines II,3.75,1,4,106,NA,NA,NA
11164,Anise Drops,4.25,2,19,54,NA,NA,NA
11165,Gingerbread Boys,4.48148155212402,70,312,73,15M,10M,2H25M
11166,Gingerbread,3.88888883590698,4,13,126,NA,NA,NA
11167,Minnesota Mail Carrier Cookies,4.44444465637207,1,7,354,NA,NA,NA
11168,Italian Anise Toast,4.4642858505249,7,25,70,NA,NA,NA
11169,Cinnamon Crisps,2.75,0,4,136,NA,NA,NA
11170,Tiny Tarts,4.66233777999878,27,60,228,30M,30M,2H
11171,Snowballs II,4.77252244949341,422,330,135,30M,15M,45M
11172,Cookie Mold Sugar Cookies,3.59493660926819,11,71,82,NA,NA,NA
11173,Montecados (Spanish Cookies),3.09999990463257,2,10,111,NA,NA,NA
11175,Foolproof Chocolate Fudge,4.17460298538208,1,54,351,NA,NA,NA
11176,Easy Peanut Butter Fudge,4.33333349227905,21,47,112,NA,NA,NA
111766,"Peanut Butter ""Snickerdoodles""",4.1538462638855,18,10,633,40M,12M,52M
11177,Remarkable Fudge,4.14960622787476,33,108,141,NA,NA,NA
11178,Snowflake Cookies,3.93333339691162,15,13,409,30M,10M,1H40M
11179,Child-Proof Sugar Cookies,3.48192763328552,5,65,80,NA,NA,NA
11180,Ginger Cream Cookies,3.79999995231628,0,6,102,NA,NA,NA
11181,Fruit Foldovers,3.5,0,2,85,NA,NA,NA
11182,Chocolate Chip Pudding Cookies,4.67333316802979,88,257,177,NA,NA,NA
11183,Crunchy Chip Cookies,3.59999990463257,0,4,205,NA,NA,NA
11184,Decorator Frosting,4.61396312713623,203,369,186,10M,NA,10M
11185,Holly Berry Cookies,4.80000019073486,1,5,362,NA,NA,NA
11186,Original Cheese Tempters,4.379310131073,1,23,124,NA,NA,NA
11187,Holiday Butter Cookies,3.88461542129517,11,19,90,NA,NA,NA
11188,Egg Paint,4.5,1,17,NA,NA,NA,NA
11189,Soft Ginger Cut-Outs,4,2,12,160,NA,NA,NA
11190,Mrs. Ronzo's Lemon Balls,4.53846168518066,5,30,97,NA,NA,NA
11191,Deep Dish Fudge Brownies,3,0,5,599,NA,NA,NA
11192,Matrimonial Bars,4.59999990463257,11,18,209,NA,NA,NA
11193,Crescent Tarts,4,0,1,698,NA,NA,NA
11194,Chewy Noels,3.66666674613953,3,3,189,NA,NA,NA
11195,Angel Chocolate Chip Cookies,3.32500004768372,8,34,345,10M,10M,25M
11196,Pill Bottle Cookies,4.47368431091309,1,17,130,NA,NA,NA
11197,Kookie Brittle,4.375,0,12,163,NA,NA,NA
11198,Spritz Orange Crisps,4.2857141494751,3,18,91,NA,NA,NA
11199,Anisette Cookies I,4.14285707473755,1,10,88,NA,NA,NA
11200,Golden Sesame Cookies,5,2,2,102,NA,NA,NA
11201,Banana Chocolate Chip Cookies,4.2373833656311,196,447,276,15M,15M,1H15M
11202,Oatmeal Cherry Walnut Cookies,4.35294103622437,10,30,113,NA,NA,NA
11203,Chocolate Chocolate Chip Cake Cookies,4.73003816604614,5,223,265,NA,NA,NA
11204,Soft Sugar Cookies III,3.73684215545654,6,34,177,NA,NA,NA
11205,Waffle Iron Brownies,3.93877553939819,8,42,281,NA,NA,NA
11206,One Hundred Thousand Calorie Bars,4.58730173110962,2,53,291,NA,NA,NA
11207,Butter Cookies IV,3.95000004768372,3,14,239,NA,NA,NA
11208,Julie's Famous Chocolate Chip Cookies,3.35714292526245,2,36,125,NA,NA,NA
11210,Wine Cookies (Original Italian),3.73134326934814,20,55,82,NA,NA,NA
11211,Grocery Store Frosting,4.52195119857788,38,180,388,NA,NA,NA
11212,Candy Bar Squares,4.19999980926514,0,5,505,NA,NA,NA
11213,Classic Butter Cookies I,4.42975187301636,11,100,37,NA,NA,NA
11214,Eggless Peanut Butter Cookies,4.65137624740601,51,187,255,NA,NA,NA
11215,Benne Wafers,4.63414621353149,4,38,107,NA,NA,NA
11216,Cornflake Cookies II,4.3125,11,13,130,NA,NA,NA
11217,Surprise Meringues,4.53846168518066,9,11,120,NA,NA,NA
11219,Cornflake Macaroons,4.2142858505249,2,13,148,NA,NA,NA
11220,Holiday Fruit Drops,4.14285707473755,1,7,168,NA,NA,NA
11221,Fruitcake Cookies II,4,1,4,177,NA,NA,NA
11222,Hilda's Icebox Cookies,4.5,1,3,96,NA,NA,NA
11223,Cherry Winks,4.7254900932312,16,40,164,NA,NA,NA
11224,Grandma's Apple Cookies,4.22727251052856,5,20,239,NA,NA,NA
11226,Butter Almond Cookies,3.83333325386047,0,5,144,NA,NA,NA
11227,Firefighter's Favorite Chocolate Chip Cookie,4.39682531356812,8,49,221,NA,NA,NA
11228,Caramel Cup Tassies,4,5,12,648,NA,NA,NA
11231,Scrumdiddlyumptious Fudgy Caramel Chews,3.83333325386047,0,3,148,NA,NA,NA
11232,Classic Butter Cookies II,4.17567586898804,28,62,67,NA,NA,NA
11235,Swedish Cream Wafers,4.55999994277954,8,22,130,NA,NA,NA
11236,Aunt Betz Cookies,3.64285707473755,0,9,242,NA,NA,NA
11237,Brown Butter Cookies,4.73426580429077,123,111,144,30M,10M,1H20M
11238,Melt In Your Mouth Peanut Butter Cookies,4.46086978912354,6,97,173,NA,NA,NA
11239,Triple Chocolate Chunk Cookie,4.75,2,11,452,NA,NA,NA
11240,Vanilla or Chocolate Tuiles,4.75,7,3,156,45M,8M,2H
11241,Potato Chip Cookies III,4.19999980926514,1,5,130,NA,NA,NA
11242,Caramel Brownies II,4.68656730651855,20,164,364,NA,NA,NA
11243,Swedish Tea Cookies,4.5,2,7,148,NA,NA,NA
11244,Ginger Biscotti with Pistachios,4.125,0,7,265,NA,NA,NA
11245,Half Moon Cookies,0,1,0,185,NA,NA,NA
11246,Orange Cookies II,4,1,1,177,NA,NA,NA
11247,Coconut Rosette,3.33333325386047,2,3,206,NA,NA,NA
11248,Savoiardi I,4.32499980926514,12,32,48,45M,15M,1H
11249,Mostaccioli for Basilica,5,0,1,200,NA,NA,NA
11250,Mostaccioli (Mustaches),0,0,0,82,NA,NA,NA
11251,Egyptian Rose Leaves,4.38888883590698,11,16,68,NA,NA,NA
11252,Kringla,3.8125,3,14,119,NA,NA,NA
11254,Chewy Gingersnaps,3.88235282897949,2,15,258,NA,NA,NA
11255,Chocolate Biscuits,2.90909099578857,1,8,255,NA,NA,NA
11256,Half Moons II,1.66666662693024,1,2,140,NA,NA,NA
11258,Poppy Seed Cookies II,4,0,1,158,NA,NA,NA
11259,Hello Dollies I,4.6693549156189,60,102,203,15M,30M,45M
11260,Italian Bowknot Cookies,4,0,10,144,1H,30M,2H30M
11261,Orange Cream Cookies,4.1904764175415,0,17,125,20M,12M,1H15M
11263,Orange Cream Cookie Mix,3.56190466880798,2,90,126,NA,NA,NA
11264,Lebkuchen (Lep Kuchen),3.5,5,2,92,NA,NA,NA
11266,Michelle's Peanut Butter Marbled Brownies,4.4788031578064,44,321,182,20M,40M,1H
11267,Michelle's Soft Sugar Cookies,4.31455421447754,97,361,77,NA,NA,NA
11268,Baseball Bars,4.09523820877075,0,15,464,NA,NA,NA
11269,Oatsies,4.30000019073486,0,19,344,NA,NA,NA
11270,Cherry Rum Balls,4.22727251052856,7,20,242,NA,NA,NA
11271,Onesy-Twosy Cookies,4.734375,4,55,386,NA,NA,NA
11272,Oatmeal Carmelitas,4.63265323638916,89,276,125,NA,NA,NA
11273,Thumbprint Kisses,2.375,1,7,140,NA,NA,NA
11274,Chocolate Kiss Cookies,4.32467555999756,15,61,127,20M,12M,1H
11275,Chow Mein Clusters,4.56818199157715,13,72,136,15M,NA,30M
11276,Potato Chip Cookies IV,3.375,0,5,63,NA,NA,NA
11277,Walnut Lace Cookies,2,2,4,110,NA,NA,NA
11278,White Chocolate Orange Cookies,4.65765762329102,67,174,176,15M,12M,50M
11279,Rainbows,4.14285707473755,8,10,120,NA,NA,NA
11281,Gingerbread Cookies I,4.20134210586548,19,129,89,30M,12M,1H
11282,Butterfinger Cookies,3.5,2,13,98,NA,NA,NA
11283,Hazelnut Caramel Cookies,4,0,3,314,NA,NA,NA
11284,Pina Colada Cookies I,3.85714292526245,1,12,70,NA,NA,NA
11285,Grammy Burnham's Molasses Cookies,4.54878044128418,9,64,130,15M,15M,45M
11286,Nordy Bars,4.44927549362183,4,60,567,NA,NA,NA
11287,Mexican Cookie Rings,4.40625,13,80,207,NA,NA,NA
11288,Egg Free Chocolate Chip Pumpkin Cookies,4.53947353363037,24,130,146,NA,NA,NA
11290,White Chocolate Coconut Macadamia Cookies,4.5,5,17,124,NA,NA,NA
11292,Brazilian Coffee Cookies,4.08571434020996,8,29,101,NA,NA,NA
11293,Cappuccino Biscotti,1.54545450210571,0,10,187,NA,NA,NA
11294,Spoon Cookies,4.2142858505249,25,22,1056,NA,NA,NA
112946,Guamanian Mochi,4.45454549789429,11,9,90,10M,30M,40M
11295,White Velvet Cutouts,4.65546226501465,16,101,108,NA,NA,NA
11298,Gramma's Date Squares,4.5982141494751,261,273,363,25M,25M,50M
11299,Lemon Sugar Tea Cookies,4.55757570266724,228,289,73,25M,12M,2H
11300,Happy Dreams Cookies,3.79999995231628,0,10,68,NA,NA,NA
11301,Almond Coconut Chocolate Cookie Balls,3.5,6,14,71,NA,NA,NA
11302,Glazed Rum Cookies,4.40000009536743,2,7,163,NA,NA,NA
11303,Oatmeal Butterscotch Cookies,4.51711702346802,213,413,119,15M,10M,25M
11305,Chewy Rolo Cookie Bars,4,5,45,104,NA,NA,NA
11306,Chewiest Brownies,4.10467290878296,142,469,139,NA,NA,NA
11307,Caramel Oatmeal Pudding Cookies,3.33333325386047,1,19,85,12M,NA,12M
11308,Pecan Pie Surprise Bars,4.35849046707153,18,50,329,NA,NA,NA
11309,Rocky Road Squares,4.45652151107788,11,69,200,NA,NA,NA
11310,Cinnamon Sugar Butter Cookies II,4.66795349121094,69,196,240,NA,NA,NA
11311,Choco-coconut Bars,4.52500009536743,10,35,367,NA,NA,NA
11313,Cornmeal Cookies III,4.23076915740967,4,12,68,NA,NA,NA
11314,Delicious Raspberry Oatmeal Cookie Bars,4.58982610702515,1K,1237,292,15M,40M,55M
11315,Bow Tie Cookies,3.71428561210632,1,7,102,NA,NA,NA
11316,Jelly Cookies,4.60839176177979,108,112,224,NA,NA,NA
11317,Easter Story Cookies,4.4642858505249,7,22,65,NA,NA,NA
11318,Mom's Walnut Bars,1.5,1,4,263,NA,NA,NA
11320,Christmas Orange Rind Cut-Out Cookies,3,0,3,107,NA,NA,NA
11321,Mom's Cookies,4.66666650772095,1,6,111,NA,NA,NA
11322,Mock Babe Ruth Bars,3.09999990463257,1,9,173,NA,NA,NA
11323,Old Fashioned Christmas Raisin Delights,4.51724147796631,34,25,345,NA,NA,NA
11324,Chocolate Pecan Sandies,4.41379308700562,46,25,142,15M,20M,1H5M
11325,Fresh Strawberry Cookies,4.16666650772095,3,5,91,NA,NA,NA
11326,Raspberry and Apricot Rugelach,4.64150953292847,11,41,116,NA,NA,NA
11328,Easy and Fun Peanut Butter Balls,4.45454549789429,12,62,206,NA,NA,NA
11329,Crisp Rice Chocolate Chip Cookies,4.16666650772095,22,24,187,NA,NA,NA
11330,Christie B's Fabulous Cherry Cookies,3.33333325386047,0,9,174,NA,NA,NA
11331,Pumpkin Whoopie Pies,4.66580295562744,251,328,425,NA,NA,NA
11332,Oatmeal Whoopie Pies,4.42519664764404,66,102,396,NA,NA,NA
11333,Butterfinger Chunkies,4.54074096679688,17,118,477,NA,NA,NA
11334,Cooky Cookies,4.4401912689209,5,182,289,NA,NA,NA
11335,Sour Cream Raisin Cookies,4.41666650772095,4,23,188,NA,NA,NA
